Sample in Buffer,Sample in Window,TRIGGER,u_ila_adc/probe[63:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX
1861,1861,0,6813300000000000
1862,1862,0,4893300000000004
1863,1863,0,4a13300000000004
1864,1864,0,4a13300000000000
1865,1865,0,4a13300000000000
1866,1866,0,4a13300000000004
1867,1867,0,4a13300000000004
1868,1868,0,4a13300000000000
1869,1869,0,4a13300000000000
1870,1870,0,4a33300000000004
1871,1871,0,4833300000000004
1872,1872,0,4833300000000000
1873,1873,0,4833300000000000
1874,1874,0,4813380000000004
1875,1875,0,4813380000000004
1876,1876,0,4813380000000000
1877,1877,0,6913380000000000
1878,1878,0,6c13380000000004
1879,1879,0,6c13380000000004
1880,1880,0,6c13380000000000
1881,1881,0,6c13380000000000
1882,1882,0,6c13380000000004
1883,1883,0,6c13380000000004
1884,1884,0,6c13380000000000
1885,1885,0,6c13380000000000
1886,1886,0,6853380000000004
1887,1887,0,6853380000000004
1888,1888,0,6853380000000000
1889,1889,0,6853380000000000
1890,1890,0,6813380000000004
1891,1891,0,6813380000000004
1892,1892,0,4893380000000000
1893,1893,0,4a13380000000000
1894,1894,0,4a13380000000004
1895,1895,0,4a13380000000004
1896,1896,0,4a13380000000000
1897,1897,0,4a13380000000000
1898,1898,0,4a13380000000004
1899,1899,0,4a13380000000004
1900,1900,0,4a13380000000000
1901,1901,0,4813380000000000
1902,1902,0,4833380000000004
1903,1903,0,4833380000000004
1904,1904,0,4833380000000000
1905,1905,0,4833380000000000
1906,1906,0,4813400000000004
1907,1907,0,6913400000000004
1908,1908,0,6c13400000000000
1909,1909,0,6c13400000000000
1910,1910,0,6c13400000000004
1911,1911,0,6c13400000000004
1912,1912,0,6c13400000000000
1913,1913,0,6c13400000000000
1914,1914,0,6c53400000000004
1915,1915,0,6c53400000000004
1916,1916,0,6853400000000000
1917,1917,0,6853400000000000
1918,1918,0,6813400000000004
1919,1919,0,6813400000000004
1920,1920,0,6813400000000000
1921,1921,0,6813400000000000
1922,1922,0,4893400000000004
1923,1923,0,4a13400000000004
1924,1924,0,4a13400000000000
1925,1925,0,4a13400000000000
1926,1926,0,4a13400000000004
1927,1927,0,4a13400000000004
1928,1928,0,4a13400000000000
1929,1929,0,4a13400000000000
1930,1930,0,4a33400000000004
1931,1931,0,4833400000000004
1932,1932,0,4833400000000000
1933,1933,0,4833400000000000
1934,1934,0,4813480000000004
1935,1935,0,4813480000000004
1936,1936,0,4813480000000000
1937,1937,0,6913480000000000
1938,1938,0,6c13480000000004
1939,1939,0,6c13480000000004
1940,1940,0,6c13480000000000
1941,1941,0,6c13480000000000
1942,1942,0,6c13480000000004
1943,1943,0,6c13480000000004
1944,1944,0,6c13480000000000
1945,1945,0,6c13480000000000
1946,1946,0,6853480000000004
1947,1947,0,6853480000000004
1948,1948,0,6853480000000000
1949,1949,0,6853480000000000
1950,1950,0,6813480000000004
1951,1951,0,6813480000000004
1952,1952,0,4893480000000000
1953,1953,0,4a13480000000000
1954,1954,0,4a13480000000004
1955,1955,0,4a13480000000004
1956,1956,0,4a13480000000000
1957,1957,0,4a13480000000000
1958,1958,0,4a13480000000004
1959,1959,0,4a13480000000004
1960,1960,0,4a13480000000000
1961,1961,0,4813480000000000
1962,1962,0,4833480000000004
1963,1963,0,4833480000000004
1964,1964,0,4833480000000000
1965,1965,0,4833480000000000
1966,1966,0,4813500000000004
1967,1967,0,6913500000000004
1968,1968,0,6c13500000000000
1969,1969,0,6c13500000000000
1970,1970,0,6c13500000000004
1971,1971,0,6c13500000000004
1972,1972,0,6c13500000000000
1973,1973,0,6c13500000000000
1974,1974,0,6c53500000000004
1975,1975,0,6c53500000000004
1976,1976,0,6853500000000000
1977,1977,0,6853500000000000
1978,1978,0,6813500000000004
1979,1979,0,6813500000000004
1980,1980,0,6813500000000000
1981,1981,0,6813500000000000
1982,1982,0,4893500000000004
1983,1983,0,4a13500000000004
1984,1984,0,4a13500000000000
1985,1985,0,4a13500000000000
1986,1986,0,4a13500000000004
1987,1987,0,4a13500000000004
1988,1988,0,4a13500000000000
1989,1989,0,4a13500000000000
1990,1990,0,4a33500000000004
1991,1991,0,4833500000000004
1992,1992,0,4833500000000000
1993,1993,0,4833500000000000
1994,1994,0,4813580000000004
1995,1995,0,4813580000000004
1996,1996,0,4813580000000000
1997,1997,0,6913580000000000
1998,1998,0,6c13580000000004
1999,1999,0,6c13580000000004
2000,2000,0,6c13580000000000
2001,2001,0,6c13580000000000
2002,2002,0,6c13580000000004
2003,2003,0,6c13580000000004
2004,2004,0,6c13580000000000
2005,2005,0,6c13580000000000
2006,2006,0,6853580000000004
2007,2007,0,6853580000000004
2008,2008,0,6853580000000000
2009,2009,0,6853580000000000
2010,2010,0,6813580000000004
2011,2011,0,6813580000000004
2012,2012,0,4893580000000000
2013,2013,0,4a13580000000000
2014,2014,0,4a13580000000004
2015,2015,0,4a13580000000004
2016,2016,0,4a13580000000000
2017,2017,0,4a13580000000000
2018,2018,0,4a13580000000004
2019,2019,0,4a13580000000004
2020,2020,0,4a13580000000000
2021,2021,0,4813580000000000
2022,2022,0,4833580000000004
2023,2023,0,4833580000000004
2024,2024,0,4833580000000000
2025,2025,0,4833580000000000
2026,2026,0,4813600000000004
2027,2027,0,6913600000000004
2028,2028,0,6c13600000000000
2029,2029,0,6c13600000000000
2030,2030,0,6c13600000000004
2031,2031,0,6c13600000000004
2032,2032,0,6c13600000000000
2033,2033,0,6c13600000000000
2034,2034,0,6c53600000000004
2035,2035,0,6c53600000000004
2036,2036,0,6853600000000000
2037,2037,0,6853600000000000
2038,2038,0,6813600000000004
2039,2039,0,6813600000000004
2040,2040,0,6813600000000000
2041,2041,0,6813600000000000
2042,2042,0,4893600000000004
2043,2043,0,4a13600000000004
2044,2044,0,4a13600000000000
2045,2045,0,4a13600000000000
2046,2046,0,4a13600000000004
2047,2047,0,4a13600000000004
